Dept(college='8000', dept='8000', count=7)
Dept(college='8000', dept='8010', count=88)
Dept(college='8000', dept='8210', count=0)
Dept(college='8000', dept='8211', count=0)
Dept(college='8000', dept='8212', count=0)
Dept(college='8000', dept='8214', count=0)
Dept(college='8000', dept='8215', count=0)
Dept(college='8000', dept='8216', count=0)
Dept(college='8000', dept='8220', count=0)
Dept(college='8000', dept='8410', count=0)
Dept(college='8000', dept='8420', count=0)
Dept(college='8000', dept='8430', count=0)
Dept(college='8000', dept='8440', count=0)
Dept(college='8000', dept='8450', count=0)
Dept(college='8000', dept='8451', count=0)
Dept(college='8000', dept='8452', count=0)
Dept(college='8000', dept='8454', count=0)
Dept(college='8000', dept='8460', count=0)
Dept(college='8000', dept='8470', count=14)
Dept(college='8000', dept='8480', count=53)
Dept(college='8000', dept='8490', count=35)
Dept(college='8000', dept='8500', count=9)
Dept(college='8000', dept='8510', count=12)
Dept(college='8000', dept='8520', count=36)
Dept(college='8000', dept='8530', count=19)
Dept(college='8000', dept='8540', count=19)
Dept(college='3000', dept='3000', count=7)
Dept(college='3000', dept='3020', count=65)
Dept(college='3000', dept='3021', count=65)
Dept(college='3000', dept='3022', count=65)
Dept(college='3000', dept='3023', count=65)
Dept(college='3000', dept='3030', count=93)
Dept(college='3000', dept='3050', count=28)
Dept(college='3000', dept='3051', count=28)
Dept(college='3000', dept='3052', count=28)
Dept(college='3000', dept='3100', count=21)
Dept(college='3000', dept='3220', count=44)
Dept(college='3000', dept='3230', count=78)
Dept(college='3000', dept='3250', count=22)
Dept(college='3000', dept='3300', count=14)
Dept(college='3000', dept='3410', count=32)
Dept(college='3000', dept='3420', count=18)
Dept(college='3000', dept='3430', count=13)
Dept(college='A000', dept='A000', count=14)
Dept(college='A000', dept='A010', count=106)
Dept(college='A000', dept='A011', count=106)
Dept(college='A000', dept='A012', count=106)
Dept(college='A000', dept='A013', count=106)
Dept(college='A000', dept='A210', count=134)
Dept(college='A000', dept='A410', count=151)
Dept(college='1000', dept='1000', count=7)
Dept(college='1000', dept='1010', count=80)
Dept(college='1000', dept='1011', count=80)
Dept(college='1000', dept='1020', count=177)
Dept(college='1000', dept='1030', count=33)
Dept(college='1000', dept='1040', count=25)
Dept(college='1000', dept='1050', count=30)
Dept(college='1000', dept='1060', count=63)
Dept(college='1000', dept='1070', count=49)
Dept(college='1000', dept='1090', count=63)
Dept(college='1000', dept='1210', count=37)
Dept(college='1000', dept='1220', count=29)
Dept(college='1000', dept='1230', count=47)
Dept(college='1000', dept='1231', count=47)
Dept(college='1000', dept='1232', count=47)
Dept(college='1000', dept='1240', count=26)
Dept(college='1000', dept='1250', count=27)
Dept(college='1000', dept='1260', count=112)
Dept(college='1000', dept='1270', count=15)
Dept(college='1000', dept='1290', count=11)
Dept(college='1000', dept='1410', count=12)
Dept(college='1000', dept='1420', count=20)
Dept(college='1000', dept='1430', count=0)
Dept(college='1000', dept='1440', count=12)
Dept(college='1000', dept='1450', count=14)
Dept(college='1000', dept='1460', count=65)
Dept(college='1000', dept='1470', count=37)
Dept(college='7000', dept='7000', count=16)
Dept(college='7000', dept='7010', count=56)
Dept(college='7000', dept='7011', count=56)
Dept(college='7000', dept='7012', count=56)
Dept(college='7000', dept='7013', count=56)
Dept(college='7000', dept='7020', count=57)
Dept(college='7000', dept='7030', count=43)
Dept(college='7000', dept='7040', count=49)
Dept(college='7000', dept='7050', count=46)
Dept(college='7000', dept='7060', count=0)
Dept(college='7000', dept='7220', count=19)
Dept(college='7000', dept='7230', count=33)
Dept(college='7000', dept='7240', count=33)
Dept(college='7000', dept='7250', count=34)
Dept(college='7000', dept='7401', count=0)
Dept(college='7000', dept='7410', count=39)
Dept(college='7000', dept='7420', count=0)
Dept(college='7000', dept='7430', count=0)
Dept(college='7000', dept='7440', count=0)
Dept(college='7000', dept='7450', count=0)
Dept(college='7000', dept='7460', count=0)
Dept(college='7000', dept='7470', count=0)
Dept(college='7000', dept='7480', count=0)
Dept(college='7000', dept='7490', count=20)
Dept(college='7000', dept='7500', count=0)
Dept(college='7000', dept='7510', count=8)
