Dept(college='9000', dept='9000', count=19)
Dept(college='9000', dept='9010', count=235)
Dept(college='9000', dept='9020', count=123)
Dept(college='9000', dept='9210', count=160)
Dept(college='9000', dept='921A', count=160)
Dept(college='9000', dept='921B', count=160)
Dept(college='9000', dept='921C', count=160)
Dept(college='9000', dept='9220', count=141)
Dept(college='9000', dept='922A', count=141)
Dept(college='9000', dept='9410', count=99)
Dept(college='9000', dept='9420', count=124)
Dept(college='9000', dept='942A', count=124)
Dept(college='9000', dept='942B', count=124)
Dept(college='9000', dept='9430', count=117)
Dept(college='9000', dept='9440', count=135)
Dept(college='9000', dept='9450', count=80)
Dept(college='9000', dept='9460', count=58)
Dept(college='9000', dept='9470', count=7)
Dept(college='9000', dept='9480', count=0)
Dept(college='9000', dept='9490', count=14)
Dept(college='B000', dept='B000', count=13)
Dept(college='B000', dept='B010', count=187)
Dept(college='B000', dept='B020', count=62)
Dept(college='B000', dept='B210', count=52)
Dept(college='B000', dept='B220', count=66)
Dept(college='B000', dept='B410', count=0)
Dept(college='B000', dept='B420', count=42)
Dept(college='B000', dept='B430', count=64)
Dept(college='B000', dept='B440', count=78)
Dept(college='B000', dept='B450', count=30)
Dept(college='B000', dept='B460', count=90)
Dept(college='B000', dept='B470', count=0)
Dept(college='B000', dept='B471', count=0)
Dept(college='B000', dept='B472', count=0)
Dept(college='B000', dept='B473', count=0)
Dept(college='B000', dept='B474', count=0)
Dept(college='B000', dept='B480', count=50)
Dept(college='B000', dept='B490', count=6)
Dept(college='2000', dept='2000', count=8)
Dept(college='2000', dept='2010', count=29)
Dept(college='2000', dept='2020', count=33)
Dept(college='2000', dept='2030', count=158)
Dept(college='2000', dept='2040', count=78)
Dept(college='2000', dept='2070', count=51)
Dept(college='2000', dept='2080', count=32)
Dept(college='2000', dept='2090', count=37)
Dept(college='2000', dept='2210', count=24)
Dept(college='2000', dept='2220', count=64)
Dept(college='2000', dept='2230', count=261)
Dept(college='2000', dept='2231', count=261)
Dept(college='2000', dept='2232', count=261)
Dept(college='2000', dept='2240', count=39)
Dept(college='2000', dept='2241', count=39)
Dept(college='2000', dept='2242', count=39)
Dept(college='2000', dept='2270', count=53)
Dept(college='2000', dept='2271', count=53)
Dept(college='2000', dept='2272', count=53)
Dept(college='2000', dept='2280', count=16)
Dept(college='2000', dept='2290', count=24)
Dept(college='2000', dept='2410', count=60)
Dept(college='2000', dept='2411', count=60)
Dept(college='2000', dept='2412', count=60)
Dept(college='2000', dept='2413', count=60)
Dept(college='2000', dept='2414', count=60)
Dept(college='2000', dept='2420', count=0)
Dept(college='2000', dept='2430', count=0)
Dept(college='2000', dept='2440', count=15)
Dept(college='2000', dept='2450', count=9)
Dept(college='2000', dept='2460', count=12)
Dept(college='2000', dept='2470', count=47)
Dept(college='2000', dept='2480', count=0)
Dept(college='2000', dept='2490', count=10)
Dept(college='2000', dept='2500', count=15)
Dept(college='4000', dept='4000', count=8)
Dept(college='4000', dept='4010', count=84)
Dept(college='4000', dept='4020', count=62)
Dept(college='4000', dept='4030', count=100)
Dept(college='4000', dept='4031', count=100)
Dept(college='4000', dept='4040', count=42)
Dept(college='4000', dept='4060', count=24)
Dept(college='4000', dept='4080', count=92)
Dept(college='4000', dept='4081', count=92)
Dept(college='4000', dept='4090', count=84)
Dept(college='4000', dept='4120', count=25)
Dept(college='4000', dept='4210', count=30)
Dept(college='4000', dept='4211', count=30)
Dept(college='4000', dept='4212', count=30)
Dept(college='4000', dept='4213', count=30)
Dept(college='4000', dept='4214', count=30)
Dept(college='4000', dept='4220', count=83)
Dept(college='4000', dept='4230', count=33)
Dept(college='4000', dept='4231', count=33)
Dept(college='4000', dept='4232', count=33)
Dept(college='4000', dept='4233', count=33)
Dept(college='4000', dept='4240', count=20)
Dept(college='4000', dept='4260', count=46)
Dept(college='4000', dept='4280', count=91)
Dept(college='4000', dept='4290', count=135)
Dept(college='4000', dept='4410', count=16)
Dept(college='4000', dept='4420', count=23)
Dept(college='4000', dept='4430', count=13)
Dept(college='4000', dept='4440', count=11)
Dept(college='4000', dept='4450', count=29)
Dept(college='4000', dept='4451', count=29)
Dept(college='4000', dept='4452', count=29)
Dept(college='4000', dept='4460', count=16)
Dept(college='4000', dept='4470', count=13)
Dept(college='4000', dept='4480', count=19)
Dept(college='4000', dept='4490', count=13)
Dept(college='4000', dept='4500', count=19)
Dept(college='4000', dept='4510', count=20)
Dept(college='4000', dept='4520', count=30)
Dept(college='4000', dept='4530', count=8)
Dept(college='4000', dept='4540', count=8)
Dept(college='4000', dept='4550', count=28)
Dept(college='4000', dept='4560', count=7)
Dept(college='4000', dept='4570', count=8)
Dept(college='4000', dept='4580', count=34)
Dept(college='4000', dept='4590', count=24)
Dept(college='5000', dept='5000', count=14)
Dept(college='5000', dept='5010', count=130)
Dept(college='5000', dept='5020', count=180)
Dept(college='5000', dept='5040', count=141)
Dept(college='5000', dept='5050', count=71)
Dept(college='5000', dept='5070', count=78)
Dept(college='5000', dept='5080', count=77)
Dept(college='5000', dept='5210', count=65)
Dept(college='5000', dept='5211', count=65)
Dept(college='5000', dept='5212', count=65)
Dept(college='5000', dept='5213', count=65)
Dept(college='5000', dept='5215', count=65)
Dept(college='5000', dept='5216', count=65)
Dept(college='5000', dept='5217', count=65)
Dept(college='5000', dept='5218', count=65)
Dept(college='5000', dept='5220', count=166)
Dept(college='5000', dept='5221', count=166)
Dept(college='5000', dept='5222', count=166)
Dept(college='5000', dept='5223', count=166)
Dept(college='5000', dept='5224', count=166)
Dept(college='5000', dept='5225', count=166)
Dept(college='5000', dept='5226', count=166)
Dept(college='5000', dept='5227', count=166)
Dept(college='5000', dept='5228', count=166)
Dept(college='5000', dept='5240', count=138)
Dept(college='5000', dept='5250', count=77)
Dept(college='5000', dept='5270', count=72)
Dept(college='5000', dept='527A', count=72)
Dept(college='5000', dept='5280', count=57)
Dept(college='5000', dept='5410', count=28)
Dept(college='5000', dept='5411', count=28)
Dept(college='5000', dept='5412', count=28)
Dept(college='5000', dept='5420', count=0)
Dept(college='5000', dept='5430', count=58)
Dept(college='5000', dept='5440', count=27)
Dept(college='5000', dept='5460', count=35)
Dept(college='5000', dept='5480', count=0)
Dept(college='5000', dept='5490', count=29)
Dept(college='5000', dept='5500', count=14)
Dept(college='5000', dept='5510', count=20)
Dept(college='5000', dept='5520', count=18)
Dept(college='6000', dept='6000', count=20)
Dept(college='6000', dept='6010', count=113)
Dept(college='6000', dept='6020', count=71)
Dept(college='6000', dept='6021', count=71)
Dept(college='6000', dept='6022', count=71)
Dept(college='6000', dept='6030', count=75)
Dept(college='6000', dept='6031', count=75)
Dept(college='6000', dept='6032', count=75)
Dept(college='6000', dept='6040', count=0)
Dept(college='6000', dept='6041', count=0)
Dept(college='6000', dept='6050', count=77)
Dept(college='6000', dept='6051', count=77)
Dept(college='6000', dept='6052', count=77)
Dept(college='6000', dept='6053', count=77)
Dept(college='6000', dept='6054', count=77)
Dept(college='6000', dept='605A', count=77)
Dept(college='6000', dept='605B', count=77)
Dept(college='6000', dept='605C', count=77)
Dept(college='6000', dept='605D', count=77)
Dept(college='6000', dept='6060', count=77)
Dept(college='6000', dept='6070', count=36)
Dept(college='6000', dept='6080', count=145)
Dept(college='6000', dept='6090', count=142)
Dept(college='6000', dept='6100', count=48)
Dept(college='6000', dept='6101', count=48)
Dept(college='6000', dept='6102', count=48)
Dept(college='6000', dept='6110', count=73)
Dept(college='6000', dept='6120', count=60)
Dept(college='6000', dept='6130', count=51)
Dept(college='6000', dept='6142', count=0)
Dept(college='6000', dept='6210', count=61)
Dept(college='6000', dept='6211', count=61)
Dept(college='6000', dept='6212', count=61)
Dept(college='6000', dept='6220', count=60)
Dept(college='6000', dept='6221', count=60)
Dept(college='6000', dept='6222', count=60)
Dept(college='6000', dept='6230', count=64)
Dept(college='6000', dept='6231', count=64)
Dept(college='6000', dept='6232', count=64)
Dept(college='6000', dept='6233', count=64)
Dept(college='6000', dept='6234', count=64)
Dept(college='6000', dept='6235', count=64)
Dept(college='6000', dept='6236', count=64)
Dept(college='6000', dept='6237', count=64)
Dept(college='6000', dept='6238', count=64)
Dept(college='6000', dept='6240', count=0)
Dept(college='6000', dept='6241', count=0)
Dept(college='6000', dept='6250', count=63)
Dept(college='6000', dept='6260', count=34)
Dept(college='6000', dept='6270', count=63)
Dept(college='6000', dept='6272', count=63)
Dept(college='6000', dept='6280', count=137)
Dept(college='6000', dept='6281', count=137)
Dept(college='6000', dept='6282', count=137)
Dept(college='6000', dept='6283', count=137)
Dept(college='6000', dept='6290', count=122)
Dept(college='6000', dept='6300', count=43)
Dept(college='6000', dept='6310', count=58)
Dept(college='6000', dept='6320', count=10)
Dept(college='6000', dept='6330', count=22)
Dept(college='6000', dept='6342', count=0)
Dept(college='6000', dept='6410', count=74)
Dept(college='6000', dept='6420', count=49)
Dept(college='6000', dept='6430', count=43)
Dept(college='6000', dept='6440', count=25)
Dept(college='6000', dept='6450', count=17)
