流水號,課號,課程識別碼,班次,課程名稱,學分,授課教師,通識領域,加選方式,上課時間,限制條件,人數上限,外系上限,外校上限,已選上人數,已選上外系人數,登記人數,剩餘名額
40275,ECON2028,30324750,,英文寫作入門與演練,3.00,李佳穗,B,2,四789,,20,0,0,20,3,3,0
87521,ECON5092,323U0320,,經濟學學術英文寫作,3.00,江介維,B,2,二234,,20,0,0,19,3,5,1
49953,NtlDev1083,34117940,,批判思考與公共論述,3.00,鄧志松,5,2,二345,,60,50,10,39,39,23,11
41778,NtlDev1084,34117950,,朝鮮王朝的建立與發展,2.00,姜智恩,23,2,四12,,110,110,0,101,101,69,9
21293,Med1002,40111600,,月經:理論、思潮與行動,2.00,黃韻如,58,3,三9,10,,145,0,10,131,131,136,4
82120,Med1015,40116100,,森林醫學點線面,2.00,蘇大成,8,2,四67,,250,0,40,205,205,88,5
15968,MD&PH5007,40550900,01,醫學與生活,2.00,楊榮森,8,3,三89,,160,0,0,152,152,40,8
55739,MD&PH5007,40550900,02,醫學與生活,2.00,江鴻生,8,3,三67,,120,0,0,111,111,22,9
41427,MD&PH5007,40550900,03,醫學與生活,2.00,楊榮森,8,3,三67,,160,0,0,150,150,43,10
51343,MD&PH5024,40552700,,醫學與人文,2.00,陳彥元,12,3,五67,,180,0,8,171,126,132,1
22962,NURSE5020,426U2000,,校園自殺防治守門人,3.00,吳佳儀,5,2,三789,,80,0,0,0,0,0,80
15061,Tox5009,447U2500,,毒道之處～看不見的危機!,2.00,姜至剛,78,2,一89,,250,0,10,233,233,324,7
39631,ForMed7037,452M0490,,國民法官必備之基礎鑑識科學,2.00,翁德怡,58,2,一89,,108,0,0,106,106,426,2
15236,MEBE1002,45710020,,疼痛.健康.幸福感,2.00,陳慧玲,58,2,四89,,260,0,10,243,243,261,7
53862,Gipntu7053,459M0530,,諾貝爾生醫獎得主的啟示,3.00,饒梓明,78,3,三234,,100,0,0,95,95,109,5
56477,Gipntu7054,459M0540,,生活中的科技原理,3.00,饒梓明,78,3,三678,,100,0,0,97,97,39,3
57582,Gipntu7055,459M0550,,生物科技與道德反思,3.00,饒梓明,48,3,四678,,100,0,0,92,92,12,8
26901,CIE3021,50134250,,建築導論,3.00,呂欽文,3,3,五789,,200,194,6,190,190,154,4
50166,CIE4025,50149670,,寰宇測繪,2.00,科林,7,2,三34,,40,0,0,8,8,5,32
19556,ME4110,50245350,,工程發展與社會變遷,2.00,楊申語,7,2,四67,,180,150,0,65,40,13,115
27967,ME4116,50245410,,現代科技與人類文明,2.00,楊申語,7,2,二67,,180,150,0,175,145,19,5
12001,ESOE3003,50530140,,工程及專業倫理,2.00,陳琪芳,4,2,五67,,75,0,0,70,10,28,5
70364,ME5072,522U6440,01,主題英語不尬聊,3.00,林以凡,B,2,四789,,60,30,0,39,28,17,21
82844,ME5074,522U6520,,博物館裡的工程科技與社會,3.00,黃育熙,57,2,二789,,60,40,0,55,35,10,5
66075,EnvE5007,541U0160,,綠色生產與消費,2.00,駱尚廉,57,2,四34,,80,0,0,66,66,25,14
36032,AM5035,54330020,,能源科學故事(二)：化石與再生能源,3.00,陳發林,37,3,一789,,60,0,0,50,50,9,10
15953,BSE1011,60216040,,水資源概論,2.00,張斐章,78,2,五34,,300,0,0,200,200,28,100
32758,BME5920,631U7980,,能源工程概論,3.00,陳洵毅,7,2,五678,,30,0,0,27,27,11,3
89245,ENT5069,632U1270,,食用昆蟲學,2.00,薛馬坦,8,3,五67,,240,0,20,215,205,156,5
25398,MSPM5025,645U1230,,蔬菜病害,2.00,沈原民,8,2,三67,,40,20,0,19,18,24,21
74250,MSPM5026,645U1240,01,農村生活臺語會話,2.00,沈原民,8,2,二23,,30,0,0,29,29,46,1
42635,MSPM5026,645U1240,02,農村生活臺語會話,2.00,沈原民,8,2,二45,,30,0,0,25,25,58,5
20506,MSPM5027,645U1250,,臺灣農業政策與新知,2.00,沈原民,58,2,三89,,100,0,0,96,96,33,4
28470,HPM5027,848U1200,,童年、政策與健康,2.00,張弘潔,5,2,四67,,34,20,4,24,14,19,6
21041,HPM5028,848U1210,,職場社會心理健康：政策與管理議題,2.00,鄭雅文,5,2,四89,,50,30,4,37,22,17,9
15404,IFSH5002,851U0020,,當代食品安全議題,2.00,羅宇軒,58,2,二67,,48,0,0,47,43,29,1
36421,MGH7034,853M0340,,當代全球衛生議題,3.00,李婉甄,58,2,三678,CD1,42,20,0,24,0,0,18
11064,MGH5008,853U0080,,全球衛生的在地參與,2.00,陳其欣,58,3,三9,10,,30,0,0,26,26,8,4
74433,EE4052,90160200,01,計算機程式設計,2.00,黃俊郎,6,3,五234,,50,0,0,45,45,6,5
67204,CSIE1928,90248150,,C/C++程式設計,3.00,張傑帆,6,2,一567,,80,0,0,79,79,47,1
42492,CSIE1929,90248160,,Python計算機程式設計,3.00,張傑帆,6,2,一89,10,,80,0,0,76,76,40,4
54351,CSIE1930,90248170,,數學之美,3.00,呂學一,67,3,五789,,400,0,10,154,154,28,236
56410,Data5002,946U0020,01,行動式雲端服務應用設計,3.00,葉宏謨,6,3,三6789,,40,0,10,28,28,8,2
25539,Data5006,946U0060,01,Python程式設計,3.00,林澤佑,6,3,二456,,90,0,0,85,85,42,5
26375,Data5006,946U0060,02,Python程式設計,3.00,林澤佑,6,3,二789,,90,0,0,84,84,33,6
62274,Data5006,946U0060,03,Python程式設計,3.00,林澤佑,6,2,三456,,60,0,0,57,57,21,3
84557,LS1028,B0116800,,遺傳工程概論,2.00,鄭貽生,8,3,三89,,80,0,0,37,37,10,43
30101,LS1034,B0117030,,現代生物學之應用,2.00,朱家瑩,8,3,四89,,180,0,10,55,55,24,115
86365,BST1006,B0211010,01,食品營養概論,2.00,林璧鳳,8,3,四67,,200,0,0,146,138,18,54
21149,BST2007,B0220302,,微生物學下,2.00,黃慶璨,8,3,三34,,102,0,12,80,9,0,10
72583,GenSys5023,B48U0420,01,以Excel進行資料分析,2.00,林友瑜,6,3,一67,,120,100,20,98,98,126,2
67901,GenSys5023,B48U0420,02,以Excel進行資料分析,2.00,林友瑜,6,3,一34,,50,30,20,29,29,128,1
54186,GenSys5023,B48U0420,03,以Excel進行資料分析,2.00,林友瑜,6,3,三34,,50,30,20,30,30,66,0
18338,LibEdu1020,H0102000,,鋼琴作品與演奏欣賞,2.00,張欽全,1,2,四89,,130,0,0,130,130,374,0
49140,LibEdu1021,H0102100,,邏輯,2.00,傅皓政,4,3,一67,,270,0,0,266,266,212,4
45345,LibEdu1027,H0102700,,猶太文化,3.00,曾宗盛,3,2,三89,10,,70,0,4,64,64,38,2
70318,LibEdu1042,H0103000,,歐洲啟蒙運動中的政治與社會性,2.00,陳禹仲,35,2,二34,,50,0,4,41,41,39,5
47572,LibEdu1044,H0104400,,當代基督教歷史與文化,3.00,鄭仰恩,3,2,一89,10,,100,0,0,100,100,52,0
61741,LibEdu1050,H0105000,,探索臺灣:臺灣電影與臺灣社會,2.00,郭任@,5,2,二34,,98,0,6,86,86,51,6
78325,LibEdu1067,H0106700,,你所不知道的昆蟲學,3.00,曹順成,8,3,四789,,30,0,0,30,30,17,0
51342,LibEdu1078,H0107800,,探索臺灣：女性與臺灣社會,2.00,郭任@,5,2,一34,,98,0,6,91,91,40,1
60811,LibEdu1087,H0108700,,生物學上的巨擘,2.00,曹順成,8,3,四34,,30,0,0,27,27,14,3
54375,LibEdu1093,H0109300,,心靈洞察與發現熱情,3.00,錢玉芬,4,2,三234,,60,0,0,54,54,42,6
66254,LibEdu1098,H0109800,,國會與憲政民主,2.00,劉有恒,5,2,二67,,100,0,6,89,89,42,5
45939,LibEdu1099,H0109900,,議事學,2.00,劉有恒,5,2,二89,,80,0,6,67,67,22,7
25812,LibEdu1104,H0110600,,協調溝通與衝突管理,2.00,徐顯國,5,2,W二234,,25,0,0,24,24,48,1
17895,LibEdu1106,H0110800,,職場倫理與職場精神,3.00,洪英正,4,3,一789,,100,0,12,85,85,88,3
69290,LibEdu1080,H0111100,,非營利組織經營與管理(NPO之戀),2.00,粘曉菁,5,2,四34,,80,0,0,78,78,70,2
25477,LibEdu1108,H0111300,,傳統中國人文思想與自然,3.00,唐格理,4,3,五789,,65,0,0,42,42,9,23
36605,LibEdu1110,H0111500,,戲說生物學,3.00,曹順成,8,3,一234,,30,0,0,30,30,31,0
24080,LibEdu1112,H0111700,,鄂圖曼土耳其的文化、藝術及歷史,2.00,丁蕊,13,2,四34,,90,0,0,86,86,155,4
37963,LibEdu1114,H0111900,,歷史學的空間與網絡分析,2.00,林牧之,2,2,四89,,80,0,0,44,44,18,36
74237,LibEdu1115,H0112000,,人文與科技的對話,2.00,袁孝維,47,2,三67,,550,0,10,486,486,62,54
87235,LibEdu1116,H0112100,,科學的歷史進展對宗教信仰與形上學的影響,2.00,梁明義,4,2,四89,,100,0,0,45,45,9,55
23335,LibEdu1117,H0112200,,鄂圖曼土耳其的文化、藝術及歷史(16至18世紀),2.00,丁蕊,13,2,四67,,90,0,0,88,88,102,2
34382,LibEdu1119,H0112400,,邏輯思考與應用,2.00,王銀國,4,3,三89,,120,0,0,114,114,109,6
23656,GenEdu1009,H0210600,,中文學術寫作入門,2.00,李冠穎,B,3,二67,,30,0,0,13,13,6,17
68467,GenEdu5010,H0250070,,程式設計與網路資料搜集,3.00,魏聖倫,6,2,二56,10,,110,0,0,83,83,5,27
20948,GenEdu5018,H0250150,01,電影、信仰與道德,3.00,張毅民,14,3,二234,,50,0,0,50,50,80,0
32625,GenEdu5018,H0250150,02,電影、信仰與道德,3.00,張毅民,14,3,二89,10,,50,0,0,50,50,87,0
86412,GenEdu5018,H0250150,03,電影、信仰與道德,3.00,張毅民,14,3,三789,,40,0,0,35,35,35,5
17317,GenEdu5019,H0250160,,AI與宗教,3.00,張毅民,4,3,四789,,50,0,0,26,26,8,24
76176,GenEdu5020,H0250170,,世界文明：宗教文化與藝術,3.00,張毅民,13,3,四234,,50,0,0,48,48,33,2
44736,GenEdu5022,H0250190,,超前部署你的職涯,2.00,徐瑋勵,B,2,一78,,200,0,12,0,0,0,188
76463,GenEdu5023,H0250210,,南亞社會與樂舞表演,3.00,黃佩玲,13,2,一789,,36,0,10,25,25,14,1
17989,GenEdu5024,H0250220,01,人類世的應用音樂學,3.00,黃佩玲,15,2,二234,,70,0,10,33,33,8,27
62712,GenEdu5024,H0250220,02,人類世的應用音樂學,3.00,黃佩玲,15,2,三234,,15,0,0,13,13,10,2
95031,GenEdu5027,H0250250,,管理英文,3.00,王伯雅,B,2,三234,,25,0,0,25,25,11,0
28634,IMPS1002,H4110010,01,統計Let'sGO,3.00,蘇士詠,6,2,四234,,50,0,0,47,47,26,3
61484,IMPS1002,H4110010,02,統計Let'sGO,3.00,蘇士詠,6,2,四678,,50,0,0,24,24,3,26
52715,IMPS1004,H4110040,01,Python人工智慧程式設計入門,3.00,陳彥賓,6,2,二678,,40,0,0,37,37,14,3
55704,IMPS1004,H4110040,02,Python人工智慧程式設計入門,3.00,陳彥賓,6,2,二ABC,,40,0,0,36,36,32,4
42053,IMPS1004,H4110040,03,Python人工智慧程式設計入門,3.00,陳彥賓,6,2,三234,,30,0,0,28,28,16,2
86028,IMPS1001,H4111000,,統計與生活,3.00,蘇士詠,6,3,三234,,90,0,0,83,83,25,7
23240,MPB1300,H4413010,01,猩球崛起－世界的靈長類,3.00,李婉儀,8,2,三678,,85,0,0,39,39,8,46
80163,MPB1300,H4413010,02,猩球崛起－世界的靈長類,3.00,李婉儀,8,2,二234,,50,0,0,49,49,19,1
79379,MPB5270,H44U5270,,熱帶生物多樣性與保育導論,3.00,李婉儀,8,2,二678,,85,0,0,43,43,6,42
11487,INTL2200,I0022000,,認識全球與在地國際化,2.00,袁孝維,35,2,四89,,240,0,10,193,193,33,37
80662,Prog5198,P36U2400,,解決問題理論與實務,3.00,李聖?,5,2,一ABCD,,60,0,4,0,0,0,56
72572,Prog5230,P36U2700,,公民教育概論與實踐,3.00,丁照棣,45,2,一89,10,,60,0,8,44,44,12,8
72915,Prog5251,P36U2900,,領導力講座,2.00,丁照棣,5,3,二67,,150,0,10,136,136,69,4
32538,Prog3002,P4830200,,日本外交探討,2.00,何思慎,2,2,一89,AU1,35,0,20,15,15,38,0
61132,Prog0003,P6300110,,生命美學,3.00,孫效智,B,2,二89,10,,30,0,0,0,0,0,30
88799,Write5015,Q01U0510,01,框架外的思考:五分鐘英文講台,3.00,李維晏,B,3,二567,,40,0,0,38,38,7,2
33674,Write5015,Q01U0510,02,框架外的思考:五分鐘英文講台,3.00,李維晏,B,3,二678,,42,0,2,33,33,8,7
15845,Write5018,Q01U0520,01,職場英文寫作與口語表達,3.00,陳巧玲,B,3,四567,,40,0,0,37,37,35,3
80345,Write5018,Q01U0520,02,職場英文寫作與口語表達,3.00,陳巧玲,B,3,四678,,42,0,2,39,39,35,1
35941,Write5019,Q01U0530,01,深造預備英文寫作,3.00,胡至柔,B,3,四234,,40,0,0,37,37,40,3
47040,Write5019,Q01U0530,02,深造預備英文寫作,3.00,胡至柔,B,3,四345,,42,0,2,39,39,27,1
30592,Write5020,Q01U0540,01,英語演說與溝通技巧,3.00,柯凱H,B,3,一234,,40,0,0,37,37,40,3
55288,Write5020,Q01U0540,02,英語演說與溝通技巧,3.00,柯凱H,B,3,一345,,42,0,2,39,39,21,1
27441,Write5023,Q01U0570,01,實用英文寫作,3.00,熊宜君,B,3,二567,,40,0,0,35,35,24,5
49821,Write5023,Q01U0570,02,實用英文寫作,3.00,熊宜君,B,3,二678,,42,0,2,38,38,23,2
57262,Write5024,Q01U0580,01,小故事，大世界,3.00,李維晏,B,3,三678,,40,0,0,39,39,22,1
78787,Write5024,Q01U0580,02,小故事，大世界,3.00,李維晏,B,3,三789,,42,0,2,39,39,14,1
42743,Write5029,Q01U0620,01,讀中生智(二)：批判英文閱讀,2.00,葉芳萍,B,3,四67,,52,0,2,21,21,6,29
54376,Write5029,Q01U0620,02,讀中生智(二)：批判英文閱讀,2.00,胡至柔,B,3,三45,,52,0,2,29,29,1,21
18611,Write5030,Q01U0630,,讀中生智(三)：時事思辯,2.00,胡至柔,B,3,五34,,32,0,2,29,29,5,1
73202,Write5033,Q01U0660,01,英文專題寫作,3.00,熊宜君,B,3,三234,,32,0,2,28,28,11,2
88556,Write5033,Q01U0660,02,英文專題寫作,3.00,葉芳萍,B,3,三678,,32,0,2,25,25,5,5
13081,Write5035,Q01U0680,,英文即席演講溝通術,2.00,胡至柔,B,3,二67,,32,0,2,28,28,13,2
66431,Write5036,Q01U0690,,新媒體AI應用英文寫作,2.00,歐墨然,B,3,二34,,42,0,2,38,38,17,2
24229,Write5016,Q01U0740,,提筆表達你的觀點：批判寫作,3.00,趙雄健,B,3,四678,,32,0,2,19,19,2,11
26683,Write5017,Q01U0750,,創意與寫作表達,3.00,蘇虹菱,B,3,一345,,32,0,2,28,28,23,2
26050,Write5025,Q01U0760,,科學說人話：科普寫作,3.00,蘇虹菱,B,3,三345,,32,0,2,26,26,5,4
33344,Write5037,Q01U0770,,自我行銷有一套:實用中文寫作,3.00,蘇虹菱,B,3,三678,,32,0,2,28,28,11,2
61609,Write5038,Q01U0800,,科技英文寫作與表達,3.00,陳翊齊,B,3,三89,10,,42,0,2,37,37,7,3
96003,TA10310171,TA01UG006,91,臺灣小說選讀,2.00,林淑慧,1,3,三34,,3,0,0,3,3,8,0
96005,TA10720002,TA01UG033,99,音樂與戲劇,2.00,王望舒,1,3,三34,,2,0,0,2,2,14,0
96007,TA10310193,TA03UG012,14,臺灣流行文化,2.00,莊佳穎,15,3,五34,,3,0,0,3,3,13,0
96008,TA10810001,TA04UG022,32,流行文化與亞際溝通,2.00,蔡如音,5,3,四34,,5,0,0,4,4,4,1
96010,TA11120003,TA05UG010,47,科學的語言,2.00,蔡承志,6,3,二89,,2,0,0,2,2,1,0
96011,TA10310214,TA05UG011,48,科技倫理,2.00,劉啟民,5,3,一67,,3,0,0,3,3,2,0
96012,TA10310214,TA05UG011,49,科技倫理,2.00,劉啟民,5,3,一89,,3,0,0,2,2,3,1
96041,TA10310220,TA06UG004,80,星星月亮太陽－天文漫談,2.00,橋本康,78,3,三34,,25,0,0,23,23,27,2
96043,TA10710001,TA06UG021,89,宇宙中的生命與太空環境,2.00,橋本康,78,3,三67,,30,0,0,28,28,20,2
96048,TA10310260,TA0SUG514,27,博物館探索,2.00,黃玫瑄,2,3,三67,,5,0,0,5,5,33,0
96391,TA10918811,TANTNU033,94,舞蹈鑑賞,3.00,王宏豪,1,3,四234,,5,0,0,5,5,6,0
98172,TB10810028,TBIBG0073,01,時事漫談智慧財產與科技法,2.00,Richar,5,3,二67,,5,0,0,5,5,3,0
98253,TB10620040,TBTCG0783,01,大數據與程式設計導論,2.00,李啟龍,6,3,一,109,,2,0,0,2,2,3,0
98259,TB10710039,TBTCG0873,01,愛情多樣性,2.00,許碩驛,58,3,五67,,15,0,0,15,15,88,0
98280,TB11110024,TBTCG1233,01,聊天機器人與文化探索,2.00,陳錦瑜,5,3,二34,,2,0,0,2,2,3,0
98281,TB11110026,TBTCG1263,01,資訊素養與媒體識讀,2.00,洪秀錦,5,3,二67,,2,0,0,2,2,0,0
98282,TB11110026,TBTCG1263,02,資訊素養與媒體識讀,2.00,洪秀錦,5,3,二89,,2,0,0,2,2,1,0
98283,TB11110027,TBTCG1273,01,中醫學概論,2.00,彭溫雅,8,3,三12,,2,0,0,2,2,14,0
98285,TB11110030,TBTCG1303,01,歐盟、全球化－跨域在地思考永續發展目標,2.00,楊永慈,5,3,三89,,2,0,0,2,2,2,0
98286,TB11120055,TBTCG1313,01,STREAM導論,3.00,黃淑怡,5,3,三678,,2,0,0,0,0,0,2
98287,TB11120056,TBTCG1323,01,社會創新與地方創生,2.00,黃信洋,5,3,三34,,2,0,0,2,2,6,0
98288,TB11120057,TBTCG1333,01,傳播科技發展與文化,2.00,洪秀錦,35,3,四67,,2,0,0,2,2,1,0
98289,TB11120057,TBTCG1333,02,傳播科技發展與文化,2.00,洪秀錦,35,3,四,109,,2,0,0,1,1,2,1
98290,TB11120058,TBTCG1343,01,配色的基礎與實踐,2.00,蕭琇霙,1,3,四AB,,2,0,0,2,2,21,0
98292,TB11120078,TBTCG1363,01,文化遺產與永續發展,2.00,林宜珍,35,3,二67,,2,0,0,2,2,5,0
98293,TB11120078,TBTCG1363,02,文化遺產與永續發展,2.00,林宜珍,35,3,二89,,2,0,0,2,2,1,0
98294,TB11210031,TBTCG1393,01,網路與心理健康,2.00,許碩驛,5,3,五34,,15,0,0,13,13,20,2
98296,TB11210033,TBTCG1413,01,原住民藝術與策展實務,2.00,曾瓊慧,1,3,一,109,,2,0,0,2,2,5,0
98299,TB11220043,TBTCG1463,01,城南小旅行,2.00,黃信洋,5,3,二34,,2,0,0,1,1,9,1
98306,TB11220048,TBTCG1513,01,時代與妝扮美學,2.00,石美芳,5,3,四12,,2,0,0,2,2,6,0
86924,DS5104,Z01U0130,01,設計思考入門,1.00,陳怡V,B,2,W六123456789,,50,0,2,0,0,0,48
17193,DS5104,Z01U0130,02,設計思考入門,1.00,袁千雯,B,2,W六123456789,,50,0,2,0,0,0,48
59347,DS5206,Z01U0200,,設計未來,1.00,宋玫玫,B,2,,,28,0,2,0,0,0,26
69525,DS5105,Z01U0240,,設計思考教練人才培育課程,3.00,陳怡V,B,2,二ABC,,20,0,2,0,0,0,18
48525,DS5208,Z01U0250,,影像戰鬥營,3.00,吳米森,B,2,,,12,0,6,0,0,0,6
42454,DS5210,Z01U0270,,設計你的人生,3.00,蔡文傑,B,2,一234,,25,0,4,0,0,0,21
49523,DS5315,Z01U0410,,在地展齡：「家文化」專題,3.00,陳懷萱,B,2,,,15,0,4,0,0,0,11
50582,DS5117,Z01U0840,,看電影學愛情,2.00,,14,2,四ABCD,,70,0,6,62,62,524,2
28036,GenEdu1000,H0210100,01,新生專題,2.00,顧記華,,3,三AB,AY1,25,0,0,24,24,47,1
63828,GenEdu1000,H0210100,02,新生專題,2.00,楊申語,,2,二AB,AY1,25,0,0,24,24,36,1
80812,GenEdu1000,H0210100,03,新生專題,2.00,鄭秋萍,,2,一AB,AY1,20,0,0,20,20,35,0
27698,GenEdu1000,H0210100,04,新生專題,2.00,曹順成,,3,一AB,AY1*DD9,10,0,0,0,0,0,10
15248,GenEdu1000,H0210100,05,新生專題,2.00,李昆達,,2,二AB,AY1,25,0,0,25,25,30,0
87512,GenEdu1000,H0210100,06,新生專題,2.00,張俊哲,,2,二AB,AY1,20,0,0,0,0,0,20
22286,GenEdu1000,H0210100,07,新生專題,2.00,陳敏慧,,2,四67,AY1,25,0,0,19,19,5,6
50158,GenEdu1000,H0210100,08,新生專題,2.00,邱于真,,2,四AB,AY1,17,0,0,17,17,30,0
20580,GenEdu1000,H0210100,09,新生專題,2.00,賴亮全,,2,三,10A,AY1*DD2,25,0,0,9,9,1,16
73331,GenEdu1000,H0210100,10,新生專題,2.00,楊馥菱,,3,一89,AY1,20,0,0,20,20,17,0
95017,GenEdu1000,H0210100,11,新生專題,2.00,陽毅平,,2,四89,AY1*DD2,20,10,0,10,10,3,10
97001,PE2003,00250020,45,體適能(一),1.00,蔡秀華,,2,一67,AX2*E02,40,0,0,28,28,12,12
97002,PE2003,00250020,I5,體適能(一),1.00,王翊澤,,2,二12,AX2,44,0,0,44,44,14,0
97003,PE1007,00250080,D5,適應體育(生理班),1.00,黃英哲,,2,五67,AX2,15,0,0,9,9,0,6
97004,PE1005,00250090,68,適應體育(肢體班),1.00,胡林煥,,2,一67,AX2,10,0,0,6,6,0,4
97005,PE2028,00250290,52,現代舞,1.00,李文心,,2,二67,AX2,40,0,0,40,40,20,0
97006,PE2028,00250290,53,現代舞,1.00,李文心,,2,三67,AX2,40,0,0,40,40,29,0
97007,PE2028,00250290,54,現代舞,1.00,李文心,,2,三89,AX2,40,0,0,38,38,23,2
97008,PE2030,00250310,I3,標準舞,1.00,王學富,,2,三67,AX2,48,0,0,30,30,9,18
97009,PE2030,00250310,I4,標準舞,1.00,王學富,,2,三89,AX2,48,0,0,19,19,6,29
97010,PE2032,00250330,A9,民族舞蹈,1.00,林子文,,2,三34,AX2,40,0,0,16,16,7,24
97011,PE2032,00250330,H1,民族舞蹈,1.00,林子文,,2,一34,AX2,40,0,0,39,39,14,1
97012,PE2032,00250330,H4,民族舞蹈,1.00,林子文,,2,四34,AX2,40,0,0,33,33,4,7
97013,PE2034,00250370,22,太極劍,1.00,游添燈,,2,三67,AX2,50,0,0,49,49,19,1
97014,PE2036,00250390,18,太極拳初級,1.00,游添燈,,2,一67,AX2,50,0,0,50,50,23,0
97015,PE2036,00250390,19,太極拳初級,1.00,游添燈,,2,一89,AX2,50,0,0,49,49,26,1
97016,PE2036,00250390,20,太極拳初級,1.00,游添燈,,2,二67,AX2,50,0,0,47,47,27,3
97017,PE2036,00250390,21,太極拳初級,1.00,游添燈,,2,二89,AX2,50,0,0,50,50,30,0
97018,PE2036,00250390,F5,太極拳初級,1.00,施登堯,,2,三12,AX2,50,0,0,49,49,34,1
97019,PE2037,00250400,F6,太極拳中級,1.00,施登堯,,2,三34,AX2,50,0,0,7,7,4,43
97020,PE2041,00250440,12,柔道初級,1.00,黃國恩,,2,二12,AX2,40,0,0,40,40,19,0
97021,PE2041,00250440,13,柔道初級,1.00,黃國恩,,2,三12,AX2,40,0,0,40,40,31,0
97022,PE2041,00250440,14,柔道初級,1.00,黃國恩,,2,三34,AX2,40,0,0,39,39,26,1
97023,PE2041,00250440,87,柔道初級,1.00,蘇玫尹,,2,一67,AX2,35,0,0,34,34,27,1
97024,PE2041,00250440,89,柔道初級,1.00,蘇玫尹,,2,二67,AX2,35,0,0,35,35,25,0
97025,PE5002,00250570,06,手球中級,1.00,黃欽永,,2,一89,AX2,48,0,0,38,38,5,10
97026,PE5002,00250570,A7,手球中級,1.00,許君恆,,2,五34,AX2,36,0,0,26,26,8,10
97027,PE2050,00250580,A5,手球初級,1.00,許君恆,,2,三34,AX2,32,0,0,32,32,20,0
97028,PE2050,00250580,A6,手球初級,1.00,許君恆,,2,三67,AX2,32,0,0,30,30,22,2
97168,PE2051,00250590,N3,女手球校隊,1.00,許君恆,,2,一ABCD三ABCD,,40,0,0,1,1,0,39
97169,PE2052,00250600,K4,男手球校隊,1.00,黃欽永,,2,一ABCD三ABCD,,40,0,0,7,7,0,33
97029,PE2053,00250630,69,游泳初級,1.00,胡林煥,,2,一89,AX2,40,0,0,38,38,16,2
97030,PE2053,00250630,76,游泳初級,1.00,林謙如,,2,三67,AX2,40,0,0,39,39,12,1
97031,PE2053,00250630,A1,游泳初級,1.00,吳明翰,,2,四12,AX2,40,0,0,38,38,30,2
97032,PE2053,00250630,A2,游泳初級,1.00,許君恆,,2,一34,AX2,40,0,0,38,38,23,2
97033,PE2053,00250630,A3,游泳初級,1.00,許君恆,,2,一67,AX2,40,0,0,40,40,12,0
97034,PE2053,00250630,A4,游泳初級,1.00,許君恆,,2,二34,AX2,40,0,0,40,40,8,0
97035,PE2054,00250640,74,游泳中級,1.00,林謙如,,2,二67,AX2,40,0,0,27,27,4,13
97036,PE2054,00250640,77,游泳中級,1.00,林謙如,,2,三89,AX2,40,0,0,21,21,6,19
97037,PE2054,00250640,79,游泳中級,1.00,林謙如,,2,五67,AX2,40,0,0,38,38,10,2
97038,PE2055,00250650,D6,水球,1.00,黃英哲,,2,五89,AX2,40,0,0,39,39,38,1
97170,PE2058,00250680,N1,女游泳校隊,1.00,林謙如,,2,二,10AB四,10AB六,10AB,,40,0,0,0,0,0,40
97171,PE2059,00250690,M9,男游泳校隊,1.00,林謙如,,2,一,10AB三,10AB五,10AB,,40,0,0,1,1,0,39
97172,PE2062,00250740,K8,女田徑校隊,1.00,蔡秀華,,2,一AB四AB,,40,0,0,7,7,0,33
97173,PE2063,00250750,K7,男田徑校隊,1.00,簡坤鐘,,2,一ABC二ABC四ABC,,40,0,0,15,15,2,25
97039,PE2064,00250780,05,羽球初級,1.00,黃欽永,,2,一67,AX2,36,0,0,35,35,56,1
97040,PE2064,00250780,08,羽球初級,1.00,黃欽永,,2,三67,AX2,48,0,0,45,45,72,3
97041,PE2064,00250780,09,羽球初級,1.00,黃欽永,,2,三89,AX2,48,0,0,48,48,50,0
97042,PE2064,00250780,10,羽球初級,1.00,黃國恩,,2,一12,AX2,48,0,0,48,48,33,0
97043,PE2064,00250780,11,羽球初級,1.00,黃國恩,,2,一34,AX2,48,0,0,46,46,38,2
97045,PE2064,00250780,33,羽球初級,1.00,連家瑩,,2,二12,AX2,48,0,0,46,46,57,2
97046,PE2064,00250780,34,羽球初級,1.00,連家瑩,,2,二34,AX2,48,0,0,46,46,67,2
97047,PE2064,00250780,36,羽球初級,1.00,連家瑩,,2,四12,AX2,48,0,0,48,48,93,0
97048,PE2064,00250780,55,羽球初級,1.00,李文心,,2,四67,AX2,48,0,0,47,47,75,1
97049,PE2064,00250780,56,羽球初級,1.00,李文心,,2,四89,AX2,48,0,0,47,47,100,1
97050,PE2064,00250780,57,羽球初級,1.00,呂碧琴,,2,一12,AX2,36,0,0,36,36,52,0
97051,PE2064,00250780,58,羽球初級,1.00,呂碧琴,,2,一34,AX2,36,0,0,36,36,56,0
97052,PE2064,00250780,61,羽球初級,1.00,呂碧琴,,2,五12,AX2,36,0,0,35,35,51,1
97053,PE2064,00250780,94,羽球初級,1.00,洪巧菱,,2,四67,AX2,42,0,0,39,39,27,3
97054,PE2064,00250780,95,羽球初級,1.00,洪巧菱,,2,四89,AX2,42,0,0,41,41,37,1
97055,PE2064,00250780,D1,羽球初級,1.00,陳美莉,,2,三12,AX2,48,0,0,48,48,70,0
97056,PE2064,00250780,D2,羽球初級,1.00,陳美莉,,2,三34,AX2,48,0,0,47,47,75,1
